Subj,HappySad,Angry,Sat,LD,YB,RG,C,L,a,b
18,8.75,-76,-14.75,85.25,60.5,-10.75,30,85.2073293165334,-13.2545851615735,26.9131189607336
18,74,-75,-12,70,37.5,-35.5,30,85.2073293165334,-27.126875075656,12.8114264869199
18,13.75,-54,16.5,38.25,-67,-1.75,30,85.2073293165334,-29.9212461125982,-2.17233309354909
18,14.25,-94.75,-16.5,91,-72.25,-2.25,30,85.2073293165334,-12.5282012002909,-27.2588366348425
18,67.25,-93.75,-9.5,63.5,61.25,34,30,85.2073293165334,20.7251019754717,-21.690323835902
18,-16.5,-25.25,70.5,-57,0.25,95,15,28.5,13.1808749824464,7.1599256069542
18,-59.25,1,75.75,-46.25,0.5,32,15,28.5,6.4950573670764,13.5208812508056
18,-23.5,11.25,15.75,-50,2,-22.25,15,28.5,-1.64599770923929,14.9094162039021
18,26.25,-36.5,32.25,-80.25,-2,-67,15,28.5,-6.62729258078673,13.4565594803668
18,13.75,-10,75.5,-71.5,-25.25,-97.25,15,28.5,-13.563437537828,6.40571324345993
18,32.25,-48,88,-57.75,-60.25,-34.75,15,28.5,-14.9606230562991,-1.08616654677454
18,-3.25,-48.25,32.75,-68.75,-95,-21.75,15,28.5,-6.26410060014548,-13.6294183174212
18,97,-86,43.25,-55,-64.75,-2.25,15,28.5,10.3625509877358,-10.845161917951
18,-11.25,37.25,81,-87.25,5.5,86.75,30,28.5,26.3617499648928,14.3198512139084
18,-31.75,32.5,26.25,-87.5,3.25,81.25,30,28.5,12.9901147341527,27.0417625016112
18,-16.5,17,11.5,-90.5,0.25,-45.25,30,28.5,-3.29199541847863,29.8188324078042
18,7,21.75,51.5,-100,-5.25,-55.25,30,28.5,-13.2545851615735,26.9131189607336
18,17.25,0,76.25,-66,-16.75,-50,30,28.5,-27.1268750756561,12.8114264869199
18,56,-84.25,82.25,-87.5,-77.25,-88.75,30,28.5,-29.9212461125982,-2.17233309354909
18,12.75,-79.25,77.75,-81.25,-98.75,-27.5,30,28.5,-12.5282012002909,-27.2588366348425
18,83.75,-93,76.25,-76.25,-53.25,1,30,28.5,20.7251019754716,-21.690323835902
19,76.75,-100,59.75,72.75,-16.75,16.5,15,85.2073293165334,13.1808749824464,7.1599256069542
19,48,-28.75,41,80.5,6.75,17.75,15,85.2073293165334,6.4950573670764,13.5208812508056
19,53.5,-83.25,16.75,85.25,20.5,-7.75,15,85.2073293165334,-1.64599770923929,14.9094162039021
19,55,-63.25,-0.75,48.75,19.5,-6.75,15,85.2073293165334,-6.62729258078676,13.4565594803668
19,70,-91.5,-1.25,85.5,-48.75,-20.5,15,85.2073293165334,-13.563437537828,6.40571324345993
19,55.5,-89.25,23.75,88,-65.75,-30,15,85.2073293165334,-14.9606230562991,-1.08616654677456
19,59.75,-59,35.25,69.25,-89.25,-16.5,15,85.2073293165334,-6.26410060014543,-13.6294183174212
19,72.25,-93,34.75,83.5,-12.5,22.5,15,85.2073293165334,10.3625509877359,-10.845161917951
19,76.5,-78.5,48.25,69.5,-10.75,50.5,30,85.2073293165334,26.3617499648928,14.3198512139084
19,62,-72.25,50.5,70.75,35.75,36.25,30,85.2073293165334,12.9901147341528,27.0417625016112
19,23,-39.75,-4.75,75,61,-4.75,30,85.2073293165334,-3.29199541847858,29.8188324078042
19,24,-39.5,14,58.25,36.25,-38.25,30,85.2073293165334,-13.2545851615735,26.9131189607336
19,55.75,-83.25,21.25,78.75,-46.5,-33.25,30,85.2073293165334,-27.126875075656,12.8114264869199
19,78,-91,38.5,63.75,-79.75,-16.5,30,85.2073293165334,-29.9212461125982,-2.17233309354909
19,59.25,-100,76.75,61.25,-90.5,-33,30,85.2073293165334,-12.5282012002909,-27.2588366348425
19,58,-100,68,77,-20.25,26,30,85.2073293165334,20.7251019754717,-21.690323835902
19,-41.25,62.75,-32.75,-70.75,23.25,59.5,15,28.5,13.1808749824464,7.1599256069542
19,-76.5,77,-93.5,-81.25,24.75,47.25,15,28.5,6.4950573670764,13.5208812508056
19,-51.5,59.75,-82.75,-79,-5.5,-32.25,15,28.5,-1.64599770923929,14.9094162039021
19,-48.5,1,-61.5,-64.25,-4.5,-69,15,28.5,-6.62729258078673,13.4565594803668
19,-11.5,1,-52.75,-71,-11.75,-81.5,15,28.5,-13.563437537828,6.40571324345993
19,-7,8.75,-12.5,-46.25,-38,-55,15,28.5,-14.9606230562991,-1.08616654677454
19,-4.25,-6.25,-52.75,-49,-84.25,-29.25,15,28.5,-6.26410060014548,-13.6294183174212
19,14.25,0.25,-7.75,-63.5,-54.5,15.75,15,28.5,10.3625509877358,-10.845161917951
19,9,9.5,27.25,-24.75,37,95.25,30,28.5,26.3617499648928,14.3198512139084
19,-61,57.75,-49.25,-44.75,38,48.5,30,28.5,12.9901147341527,27.0417625016112
19,-44,62.75,-45.25,-59,10,-25,30,28.5,-3.29199541847863,29.8188324078042
19,-23.75,22.5,43,-23.5,5.5,-97.5,30,28.5,-13.2545851615735,26.9131189607336
19,-7.5,-6,65,-77.75,25.5,-98.75,30,28.5,-27.1268750756561,12.8114264869199
19,23.75,-28,71.25,-49,-59.5,-67.75,30,28.5,-29.9212461125982,-2.17233309354909
19,25.25,-79,89.5,-54,-99.75,-42.25,30,28.5,-12.5282012002909,-27.2588366348425
19,24.25,-18.5,72,-56,-43,5.25,30,28.5,20.7251019754716,-21.690323835902
20,44.25,6.75,-20.5,81.75,9.5,51,15,85.2073293165334,13.1808749824464,7.1599256069542
20,-4.75,23,-23.75,62.75,12,39.5,15,85.2073293165334,6.4950573670764,13.5208812508056
20,-5.5,-8.5,-25,75.5,65.25,-8,15,85.2073293165334,-1.64599770923929,14.9094162039021
20,-40,-95,-2.25,68.25,23.25,-15,15,85.2073293165334,-6.62729258078676,13.4565594803668
20,53.75,-67.5,-10.25,88.5,-26.5,-43.75,15,85.2073293165334,-13.563437537828,6.40571324345993
20,-2,-82.75,-34.25,81,-34.5,-22,15,85.2073293165334,-14.9606230562991,-1.08616654677456
20,-23.25,-61.75,-55.75,46.75,-46.75,-17.75,15,85.2073293165334,-6.26410060014543,-13.6294183174212
20,6.5,-68.75,0.25,67,-22.5,12,15,85.2073293165334,10.3625509877359,-10.845161917951
20,43,24.5,62,70.75,0,64.75,30,85.2073293165334,26.3617499648928,14.3198512139084
20,46,-9.75,16.75,58.5,0,48.75,30,85.2073293165334,12.9901147341528,27.0417625016112
20,-9.5,-92.75,14.5,78.5,61.75,-6.5,30,85.2073293165334,-3.29199541847858,29.8188324078042
20,37.25,-69.75,-4.25,71.25,36.75,-82.25,30,85.2073293165334,-13.2545851615735,26.9131189607336
20,75.25,-100,77.25,88.25,-12.25,-67.75,30,85.2073293165334,-27.126875075656,12.8114264869199
20,94.5,-100,59.25,81.75,-68.75,-18.75,30,85.2073293165334,-29.9212461125982,-2.17233309354909
20,-17,-71.75,-38.25,37.5,-69,-29,30,85.2073293165334,-12.5282012002909,-27.2588366348425
20,-12.75,-69.75,43.5,77.5,-26.25,13,30,85.2073293165334,20.7251019754717,-21.690323835902
20,-73.5,2,-53.25,-83.25,0.25,58.5,15,28.5,13.1808749824464,7.1599256069542
20,-88.75,16.25,-27.25,-92.75,4,37.5,15,28.5,6.4950573670764,13.5208812508056
20,-100,7.5,-60.75,-93.75,5.25,-69.5,15,28.5,-1.64599770923929,14.9094162039021
20,-87.5,14,-57.5,-90,-25.25,-94.5,15,28.5,-6.62729258078673,13.4565594803668
20,-59.25,-20,-38.5,-90.75,-57.25,-94,15,28.5,-13.563437537828,6.40571324345993
20,-49,-46.75,-48,-83.5,-47,-87.25,15,28.5,-14.9606230562991,-1.08616654677454
20,-91.5,-38,-74.5,-91.25,-92.5,-28.25,15,28.5,-6.26410060014548,-13.6294183174212
20,-28.75,-63.5,-43.25,-78.5,-29,19.5,15,28.5,10.3625509877358,-10.845161917951
20,-26.5,17.75,7,-62.5,0,96.25,30,28.5,26.3617499648928,14.3198512139084
20,-90,39.25,-3.5,-71,0.25,44.25,30,28.5,12.9901147341527,27.0417625016112
20,-100,45.75,-72.5,-76.5,29.75,-52.75,30,28.5,-3.29199541847863,29.8188324078042
20,-96.25,13,-45.75,-75,-19.75,-93.5,30,28.5,-13.2545851615735,26.9131189607336
20,-4.25,-74.5,1.5,-78.5,-45.75,-100,30,28.5,-27.1268750756561,12.8114264869199
20,9.75,-92,24.75,-28.75,-62.75,-77.5,30,28.5,-29.9212461125982,-2.17233309354909
20,-2.75,-100,63,-65.5,-100,-25.25,30,28.5,-12.5282012002909,-27.2588366348425
20,-3.5,-75,-45,-79.25,-46.25,10,30,28.5,20.7251019754716,-21.690323835902
